key,instruction_raw,instruction_uni,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_0,condition_1,condition_2,condition_3,condition_4
zl000840,The dungeon has few separated floor regions.,The map has few separated empty regions.,000840,tloz9_2_r6_c1_rot90,0,region,,1.0,,,,
zl000841,The floor forms one main region.,The empty space forms one main region.,000841,tloz9_2_r6_c3,0,region,,1.0,,,,
zl000842,A rare connected floor region spans the dungeon.,A rare connected empty region spans the map.,000842,tloz9_2_r6_c3_rot90,0,region,,1.0,,,,
zl000843,A few disconnected floor areas are visible.,A few disconnected empty areas are visible.,000843,tloz9_2_r6_c4,0,region,,1.0,,,,
zl000844,Few disconnected floor regions appear in the dungeon.,Few disconnected passable regions appear in the map.,000844,tloz9_2_r6_c4_rot90,0,region,,1.0,,,,
zl000845,The floor forms one mostly connected area.,The empty space forms one mostly connected area.,000845,tloz9_2_r6_c5,0,region,,1.0,,,,
zl000846,The floor is split into few disconnected regions.,The empty space is split into few disconnected regions.,000846,tloz9_2_r6_c5_rot90,0,region,,1.0,,,,
zl000847,The dungeon has few separate floor regions.,The map has few separate empty regions.,000847,tloz9_2_r6_c6,0,region,,1.0,,,,
zl000848,Few disconnected floor regions appear here.,Few disconnected empty regions appear here.,000848,tloz9_2_r6_c6_rot90,0,region,,1.0,,,,
zl000849,"The floor is mostly connected, with only a few separate regions.","The empty space is mostly connected, with only a few separate regions.",000849,tloz9_2_r7_c0,0,region,,1.0,,,,
zl000850,Few separated floor areas are present.,Few separate empty areas are present.,000850,tloz9_2_r7_c0_rot90,0,region,,1.0,,,,
zl000851,The dungeon has many disconnected floor regions.,The map has many disconnected passable regions.,000851,tloz9_2_r7_c1,0,region,,5.0,,,,
zl000852,The dungeon has many disconnected floors.,The map has many disconnected empty regions.,000852,tloz9_2_r7_c1_rot90,0,region,,5.0,,,,
zl000853,The floor is almost fully connected.,The empty space is almost fully connected.,000853,tloz9_2_r7_c4,0,region,,1.0,,,,
zl000854,Floors form one mostly open region.,Empty forms one mostly open region.,000854,tloz9_2_r7_c4_rot90,0,region,,1.0,,,,
zl000855,The floor is mostly open and marginally disconnected.,The empty space is mostly open and marginally disconnected.,000855,tloz9_2_r7_c5,0,region,,1.0,,,,
zl000856,The floor forms one rare connected region.,The walkable space forms one rare connected region.,000856,tloz9_2_r7_c5_rot90,0,region,,1.0,,,,
zl000857,A few isolated floor regions appear here.,A few isolated empty regions appear here.,000857,tloz6_1_r2_c0_drop,0,region,,1.0,,,,
zl000858,The floor is mostly open with few separate regions.,The empty space is mostly open with few separate regions.,000858,tloz3_2_r2_c2_drop,0,region,,1.0,,,,
zl000859,FLOOR is mostly one connected region.,empty is mostly one connected region.,000859,tloz6_2_r4_c0_drop,0,region,,1.0,,,,
zl000860,A sparse dungeon has few separate floor regions.,The empty space has few separate regions.,000860,tloz6_1_r0_c3_drop,0,region,,1.0,,,,
zl000861,The floor forms one marginal region.,The walkable space forms one marginal region.,000861,tloz6_2_r3_c6_drop,0,region,,1.0,,,,
zl000862,The dungeon has one connected floor region.,The map has one connected empty region.,000862,tloz1_2_r0_c7_drop,0,region,,1.0,,,,
zl000863,The floor forms one sparse region.,The empty spaces form one sparse region.,000863,tloz5_2_r2_c2_drop,0,region,,1.0,,,,
zl000864,The dungeon has one connected floor region.,The map has one connected empty region.,000864,tloz2_2_r2_c5_drop,0,region,,1.0,,,,
zl000865,Separate floor areas are rare.,Separate empty regions are rare.,000865,tloz8_1_r3_c7_drop,0,region,,1.0,,,,
zl000866,The dungeon has one marginal disconnected area.,The map has one marginal disconnected region.,000866,tloz6_2_r5_c3_drop,0,region,,1.0,,,,
zl000867,Passable tiles are mostly one connected region.,Passable tiles are mostly one connected region.,000867,tloz6_1_r3_c1_drop,0,region,,1.0,,,,
zl000868,Passable regions are rare.,Walkable regions are rare.,000868,tloz2_1_r2_c2_drop,0,region,,1.0,,,,
zl000869,The dungeon has few disconnected FLOOR regions.,The map has few disconnected empty regions.,000869,tloz2_2_r0_c6_drop,0,region,,1.0,,,,
zl000870,The dungeon has few disconnected FLOOR regions.,The map has few disconnected empty regions.,000870,tloz5_1_r1_c6_drop,0,region,,1.0,,,,
zl000871,The dungeon has one connected floor region.,The map has one connected empty region.,000871,tloz7_2_r2_c2_drop,0,region,,1.0,,,,
zl000872,FLOOR is in one main region.,Empty is in one main region.,000872,tloz9_2_r3_c6_drop,0,region,,1.0,,,,
zl000873,The dungeon has some separate floor regions.,The map has some separate empty regions.,000873,tloz9_1_r5_c1_drop,0,region,,2.0,,,,
zl000874,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000874,tloz7_2_r4_c0_drop,0,region,,1.0,,,,
zl000875,The dungeon has a reasonable number of separate floor regions.,The map has a reasonable number of separate empty regions.,000875,tloz8_2_r1_c6_drop,0,region,,3.0,,,,
zl000876,The dungeon has slightly disconnected floor regions.,The map has slightly disconnected empty regions.,000876,tloz9_1_r2_c3_drop,0,region,,2.0,,,,
zl000877,The dungeon has marginally disconnected floor regions.,The map has marginally disconnected empty regions.,000877,tloz9_2_r0_c1_drop,0,region,,1.0,,,,
zl000878,The dungeon has few separate floor regions.,The map has few separate passable regions.,000878,tloz8_2_r5_c2_drop,0,region,,1.0,,,,
zl000879,The dungeon is largely one connected floor.,The map is largely one empty region.,000879,tloz9_2_r6_c1_drop,0,region,,1.0,,,,
zl000880,The floor forms one connected region.,The walkable space forms one connected region.,000880,tloz4_2_r0_c3_drop,0,region,,1.0,,,,
zl000881,The dungeon has marginally separated floors.,The map has marginally separated passable regions.,000881,tloz7_2_r6_c2_drop,0,region,,1.0,,,,
zl000882,The dungeon has one marginal connected floor region.,The map has one marginal connected passable region.,000882,tloz9_2_r1_c3_drop,0,region,,1.0,,,,
zl000883,Passable floors form a mostly single region.,Passable space forms a mostly single region.,000883,tloz9_2_r2_c2_drop,0,region,,1.0,,,,
zl000884,Few separate floor regions are present.,Few separate empty regions are present.,000884,tloz9_1_r5_c0_drop,0,region,,1.0,,,,
zl000885,The dungeon has a sparse few connected floor areas.,The map has sparse connected empty regions.,000885,tloz5_2_r0_c5_drop,0,region,,1.0,,,,
zl000886,Passable regions are rare.,Passable regions are rare.,000886,tloz2_1_r2_c1_drop,0,region,,1.0,,,,
zl000887,The dungeon has moderately disconnected floors.,The map has moderately disconnected empty regions.,000887,tloz9_1_r6_c5_drop,0,region,,3.0,,,,
zl000888,The dungeon has a marginal number of separate floors.,The map has a marginal number of separate walkable regions.,000888,tloz8_2_r4_c0_drop,0,region,,1.0,,,,
zl000889,Few separate floors appear here.,Few separate passable regions appear here.,000889,tloz4_2_r1_c7_drop,0,region,,1.0,,,,
zl000890,Separate floor areas are rare.,Separate passable regions are rare.,000890,tloz9_1_r0_c3_drop,0,region,,1.0,,,,
zl000891,Passable regions are nearly unified here.,Passable regions are nearly unified here.,000891,tloz9_1_r2_c5_drop,0,region,,1.0,,,,
zl000892,The dungeon has many disconnected floor regions.,The map has many disconnected empty regions.,000892,tloz9_2_r4_c5_drop,0,region,,5.0,,,,
zl000893,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000893,tloz1_1_r2_c4_drop,0,region,,1.0,,,,
zl000894,The dungeon has a few separated floor regions.,The map has a few separated empty regions.,000894,tloz6_1_r2_c1_drop,0,region,,2.0,,,,
zl000895,The dungeon has a reasonable number of disconnected floor regions.,The map has a reasonable number of disconnected empty regions.,000895,tloz9_2_r1_c4_drop,0,region,,4.0,,,,
zl000896,The floor has limited disconnected regions.,The empty space has limited disconnected regions.,000896,tloz9_1_r7_c5_drop,0,region,,2.0,,,,
zl000897,The floor forms a marginal region.,The empty space forms a marginal region.,000897,tloz4_2_r3_c4_drop,0,region,,1.0,,,,
zl000898,The dungeon has only a few separate floor regions.,The map has only a few separate empty regions.,000898,tloz7_2_r6_c4_drop,0,region,,1.0,,,,
zl000899,A rare few passable regions are present.,A rare few passable regions are present.,000899,tloz9_2_r6_c6_drop,0,region,,1.0,,,,
zl000900,The dungeon has one open region.,The map has one open region.,000900,tloz2_1_r3_c4_drop,0,region,,1.0,,,,
zl000901,The dungeon has several disconnected floor regions.,The map has several disconnected empty regions.,000901,tloz9_1_r5_c2_drop,0,region,,3.0,,,,
zl000902,The floor forms one sparse region.,The empty space forms one sparse region.,000902,tloz4_1_r0_c5_drop,0,region,,1.0,,,,
zl000903,The dungeon has few disconnected floors.,The map has few disconnected passable regions.,000903,tloz4_2_r1_c6_drop,0,region,,1.0,,,,
zl000904,The floor has slight fragmentation.,The empty space has slight fragmentation.,000904,tloz5_1_r2_c2_drop,0,region,,2.0,,,,
zl000905,The dungeon has a marginally split floor.,The map has marginally split empty space.,000905,tloz7_1_r3_c1_drop,0,region,,1.0,,,,
zl000906,The floor is mostly connected.,The empty space is mostly connected.,000906,tloz3_1_r2_c3_drop,0,region,,1.0,,,,
zl000907,The dungeon is split into many isolated floor regions.,The map has many isolated empty regions.,000907,tloz9_1_r5_c5_drop,0,region,,5.0,,,,
zl000908,The dungeon has a marginally disconnected floor area.,The map has a marginally disconnected empty area.,000908,tloz8_1_r3_c2_drop,0,region,,1.0,,,,
zl000909,The floor is almost fully connected.,The empty space is almost fully connected.,000909,tloz6_1_r2_c7_drop,0,region,,1.0,,,,
zl000910,The dungeon has marginally disconnected floor regions.,The map has marginally disconnected empty regions.,000910,tloz2_1_r2_c4_drop,0,region,,1.0,,,,
zl000911,The dungeon has only a few separate FLOOR regions.,The map has only a few separate empty regions.,000911,tloz9_2_r1_c0_drop,0,region,,1.0,,,,
zl000912,The dungeon has one open region.,The map has one open region.,000912,tloz4_2_r0_c5_drop,0,region,,1.0,,,,
zl000913,The floor forms one sparse region.,The empty space forms one sparse region.,000913,tloz5_1_r1_c2_drop,0,region,,1.0,,,,
zl000914,The dungeon has only marginally separated FLOOR regions.,The map has only marginally separated empty regions.,000914,tloz2_1_r2_c5_drop,0,region,,1.0,,,,
zl000915,"Passable areas are mostly connected, with few separate regions.","Passable areas are mostly connected, with few separate regions.",000915,tloz5_2_r1_c1_drop,0,region,,1.0,,,,
zl000916,The dungeon has a few disconnected floor regions.,The map has a few disconnected empty regions.,000916,tloz6_1_r5_c2_drop,0,region,,2.0,,,,
zl000917,The dungeon has few disconnected FLOOR regions.,The map has few disconnected empty regions.,000917,tloz8_2_r0_c2_drop,0,region,,1.0,,,,
zl000918,The floor is split into some disconnected regions.,The empty space is split into some disconnected regions.,000918,tloz4_1_r1_c2_drop,0,region,,2.0,,,,
zl000919,The floor has few disconnected regions.,The empty space has few disconnected regions.,000919,tloz8_2_r5_c4_drop,0,region,,1.0,,,,
zl000920,The dungeon has only marginally separated floors.,The map has only marginally separated passable regions.,000920,tloz5_1_r3_c4_drop,0,region,,1.0,,,,
zl000921,The dungeon has a reasonable number of separate floor regions.,The map has a reasonable number of separate empty regions.,000921,tloz9_2_r4_c3_drop,0,region,,4.0,,,,
zl000922,The dungeon has a marginally split floor.,The map has a marginally split walkable space.,000922,tloz5_1_r1_c0_drop,0,region,,1.0,,,,
zl000923,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000923,tloz9_1_r4_c2_drop,0,region,,1.0,,,,
zl000924,The dungeon has few disconnected floor regions.,The map has few disconnected passable regions.,000924,tloz6_1_r1_c0_drop,0,region,,1.0,,,,
zl000925,The dungeon has a rare few connected regions.,The map has rare connected passable regions.,000925,tloz1_2_r0_c3_drop,0,region,,1.0,,,,
zl000926,The dungeon has many separate floor regions.,The map has many separate empty regions.,000926,tloz9_2_r3_c2_drop,0,region,,5.0,,,,
zl000927,The dungeon has rare disconnected floors.,The map has rare disconnected empty regions.,000927,tloz2_1_r1_c0_drop,0,region,,1.0,,,,
zl000928,The floor is mostly one open region.,The empty space is mostly one open region.,000928,tloz4_2_r2_c2_drop,0,region,,1.0,,,,
zl000929,Two floor regions are separated by empty space.,Two empty regions are separated by wall space.,000929,tloz7_1_r5_c6_drop,0,region,,2.0,,,,
zl000930,The dungeon has marginally disconnected floor regions.,The dungeon has marginally disconnected empty regions.,000930,tloz5_1_r3_c2_drop,0,region,,1.0,,,,
zl000931,Passable area is nearly continuous with only a few separated pockets.,Passable space is nearly continuous with only a few separated pockets.,000931,tloz1_1_r3_c5_drop,0,region,,1.0,,,,
zl000932,The floor is mostly open with few separate regions.,The empty space is mostly open with few separate regions.,000932,tloz9_2_r7_c4_drop,0,region,,1.0,,,,
zl000933,The floor is split into many disconnected regions.,The empty space is split into many disconnected regions.,000933,tloz9_1_r2_c4_drop,0,region,,5.0,,,,
zl000934,The dungeon has a few disconnected floor regions.,The map has a few disconnected passable regions.,000934,tloz6_2_r3_c1_drop,0,region,,3.0,,,,
zl000935,The floor forms a few disconnected regions.,The empty space forms a few disconnected regions.,000935,tloz9_2_r3_c4_drop,0,region,,2.0,,,,
zl000936,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000936,tloz8_1_r1_c2_drop,0,region,,1.0,,,,
zl000937,The dungeon has several disconnected floor regions.,The map has several disconnected empty regions.,000937,tloz7_1_r2_c5_drop,0,region,,3.0,,,,
zl000938,The dungeon has few separate floor regions.,The map has few separate walkable regions.,000938,tloz3_2_r3_c6_drop,0,region,,1.0,,,,
zl000939,"Walkable areas are mostly connected, with only rare breaks.","Passable regions are mostly connected, with only rare breaks.",000939,tloz6_1_r0_c1_drop,0,region,,1.0,,,,
zl000940,The dungeon has few connected floor regions.,The map has few connected empty regions.,000940,tloz8_1_r3_c1_drop,0,region,,1.0,,,,
zl000941,The floor forms a mostly connected dungeon.,The empty space forms a mostly connected region.,000941,tloz9_1_r3_c6_drop,0,region,,1.0,,,,
zl000942,The dungeon has a marginally connected floor.,The map has a marginally connected empty space.,000942,tloz9_1_r6_c7_drop,0,region,,1.0,,,,
zl000943,The dungeon has a marginally fragmented floor.,The map has a marginally fragmented empty area.,000943,tloz2_2_r0_c2_drop,0,region,,1.0,,,,
zl000944,The dungeon has one marginal floor region.,The map has one marginal empty region.,000944,tloz8_2_r7_c3_drop,0,region,,1.0,,,,
zl000945,The floors form one open region.,The passable tiles form one open region.,000945,tloz1_2_r0_c5_drop,0,region,,1.0,,,,
zl000946,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000946,tloz4_2_r2_c5_drop,0,region,,1.0,,,,
zl000947,The dungeon has one marginal passable region.,The map has one marginal passable region.,000947,tloz6_1_r0_c5_drop,0,region,,1.0,,,,
zl000948,The floor is mostly one connected region.,The empty space is mostly one connected region.,000948,tloz7_2_r2_c4_drop,0,region,,1.0,,,,
zl000949,Passable tiles are mostly in one region.,Passable areas are mostly one region.,000949,tloz9_1_r3_c5_drop,0,region,,1.0,,,,
zl000950,Passable tiles are split into many tiny regions.,Passable categories are split into many tiny regions.,000950,tloz8_2_r0_c6_drop,0,region,,5.0,,,,
zl000951,The passable regions are sparse.,The passable categories are sparse.,000951,tloz6_1_r2_c3_drop,0,region,,1.0,,,,
zl000952,The FLOOR forms a few separate regions.,The empty space forms a few separate regions.,000952,tloz9_2_r3_c5_drop,0,region,,2.0,,,,
zl000953,The dungeon has many disconnected floor regions.,The map has many disconnected empty regions.,000953,tloz8_1_r4_c7_drop,0,region,,5.0,,,,
zl000954,Only one connected floor region appears here.,Only one connected empty region appears here.,000954,tloz4_1_r2_c0_drop,0,region,,1.0,,,,
zl000955,Few disconnected FLOOR regions appear here.,Few disconnected empty regions appear here.,000955,tloz5_2_r2_c6_drop,0,region,,1.0,,,,
zl000956,The dungeon has few disconnected floor regions.,The map has few disconnected passable regions.,000956,tloz4_1_r0_c2_drop,0,region,,1.0,,,,
zl000957,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000957,tloz9_2_r0_c4_drop,0,region,,1.0,,,,
zl000958,Few disconnected floor regions are present.,Few disconnected empty regions are present.,000958,tloz8_1_r2_c1_drop,0,region,,1.0,,,,
zl000959,The dungeon has a few disconnected floor regions.,The map has a few disconnected empty regions.,000959,tloz6_1_r1_c2_drop,0,region,,2.0,,,,
zl000960,The floor is split into many disconnected regions.,The empty space is split into many disconnected regions.,000960,tloz8_1_r1_c7_drop,0,region,,5.0,,,,
zl000961,The dungeon is nearly a single connected floor.,The map is nearly a single connected empty space.,000961,tloz7_1_r4_c0_drop,0,region,,1.0,,,,
zl000962,The dungeon has many disconnected floor regions.,The map has many disconnected empty regions.,000962,tloz5_1_r2_c0_drop,0,region,,5.0,,,,
zl000963,The dungeon has slightly separated floor regions.,The map has slightly separated empty regions.,000963,tloz6_1_r1_c3_drop,0,region,,2.0,,,,
zl000964,The dungeon has a few disconnected floor regions.,The map has a few disconnected empty regions.,000964,tloz9_2_r3_c7_drop,0,region,,1.0,,,,
zl000965,The dungeon has a few separate floor regions.,The map has a few separate passable regions.,000965,tloz8_2_r6_c0_drop,0,region,,1.0,,,,
zl000966,The dungeon has a single open region.,The map has a single empty region.,000966,tloz8_2_r1_c1_drop,0,region,,1.0,,,,
zl000967,The floor is mostly one connected region.,The empty space is mostly one connected region.,000967,tloz9_2_r2_c5_drop,0,region,,1.0,,,,
zl000968,The floor forms one connected region with a few isolated tiles.,The empty space forms one connected region with a few isolated tiles.,000968,tloz5_1_r3_c7_drop,0,region,,1.0,,,,
zl000969,The dungeon has several separate floor regions.,The map has several separate empty regions.,000969,tloz9_1_r3_c3_drop,0,region,,3.0,,,,
zl000970,The dungeon has marginal disconnected regions.,The map has marginal disconnected empty regions.,000970,tloz4_2_r2_c6_drop,0,region,,1.0,,,,
zl000971,Few separate rooms contain the floor and objects.,Few separate regions contain empty space and collectibles.,000971,tloz2_2_r1_c1_drop,0,region,,1.0,,,,
zl000972,The dungeon has marginal separated floor regions.,The map has marginal separated passable regions.,000972,tloz6_1_r4_c1_drop,0,region,,1.0,,,,
zl000973,Passable areas are rare here.,Passable regions are rare here.,000973,tloz9_2_r0_c5_drop,0,region,,1.0,,,,
zl000974,Passable regions are rare.,Passable regions are rare.,000974,tloz2_2_r1_c3_drop,0,region,,1.0,,,,
zl000975,The floors form one main connected region.,The passable area is mostly one connected region.,000975,tloz5_1_r3_c3_drop,0,region,,1.0,,,,
zl000976,The dungeon has a rare disconnected region.,The map has rare disconnected empty regions.,000976,tloz8_2_r0_c5_drop,0,region,,1.0,,,,
zl000977,The dungeon has rare disconnected floor regions.,The map has rare disconnected empty regions.,000977,tloz9_1_r1_c7_drop,0,region,,1.0,,,,
zl000978,The dungeon has a few separated floor regions.,The map has a few separated passable regions.,000978,tloz4_2_r1_c1_drop,0,region,,2.0,,,,
zl000979,The floor forms a nearly continuous region.,The empty area forms a nearly continuous region.,000979,tloz6_1_r1_c7_drop,0,region,,1.0,,,,
zl000980,The dungeon has several disconnected floor regions.,The map has several disconnected empty regions.,000980,tloz8_2_r1_c5_drop,0,region,,4.0,,,,
zl000981,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000981,tloz1_1_r1_c2_drop,0,region,,1.0,,,,
zl000982,The dungeon has a marginal number of passable regions.,The map has a marginal number of passable regions.,000982,tloz8_2_r0_c3_drop,0,region,,1.0,,,,
zl000983,The floor forms one open region with a few scattered objects.,The empty space forms one open region with few collectables.,000983,tloz9_2_r0_c0_drop,0,region,,1.0,,,,
zl000984,The floor is nearly one connected region.,The empty space is nearly one connected region.,000984,tloz7_1_r1_c7_drop,0,region,,1.0,,,,
zl000985,The dungeon is split into many separate floors.,The map is split into many separate passable regions.,000985,tloz8_2_r7_c1_drop,0,region,,5.0,,,,
zl000986,The floor is mostly in one connected region.,The empty space is mostly in one connected region.,000986,tloz9_2_r6_c3_drop,0,region,,1.0,,,,
zl000987,The dungeon has a few disconnected floor regions.,The map has a few disconnected empty regions.,000987,tloz8_2_r1_c0_drop,0,region,,1.0,,,,
zl000988,The floor is split into many disconnected regions.,The empty space is split into many disconnected regions.,000988,tloz7_1_r1_c2_drop,0,region,,5.0,,,,
zl000989,The dungeon has limited disconnected floor regions.,The map has limited disconnected passable regions.,000989,tloz7_1_r1_c4_drop,0,region,,2.0,,,,
zl000990,The dungeon has one marginal floor region.,The map has one marginal empty region.,000990,tloz9_1_r3_c7_drop,0,region,,1.0,,,,
zl000991,The dungeon has few disconnected FLOOR regions.,The map has few disconnected passable regions.,000991,tloz3_2_r2_c4_drop,0,region,,1.0,,,,
zl000992,The dungeon has marginal separated FLOOR regions.,The map has marginal separated empty regions.,000992,tloz7_1_r3_c2_drop,0,region,,1.0,,,,
zl000993,The floor is split into several disconnected regions.,The empty space is split into several disconnected regions.,000993,tloz4_2_r1_c2_drop,0,region,,4.0,,,,
zl000994,The dungeon has a few disconnected FLOOR regions.,The map has a few disconnected empty regions.,000994,tloz5_2_r1_c3_drop,0,region,,2.0,,,,
zl000995,The dungeon has one mostly connected floor.,The map has one mostly connected passable region.,000995,tloz6_2_r3_c5_drop,0,region,,1.0,,,,
zl000996,The dungeon has few disconnected floor regions.,The map has few disconnected empty regions.,000996,tloz7_2_r5_c0_drop,0,region,,1.0,,,,
zl000997,The dungeon has few separate floor regions.,The map has few separate empty regions.,000997,tloz4_1_r0_c4_drop,0,region,,1.0,,,,
zl000998,The dungeon has a marginal number of separate FLOOR areas.,The map has a marginal number of separate empty regions.,000998,tloz7_1_r5_c0_drop,0,region,,1.0,,,,
zl000999,The dungeon has one main floor region with few breaks.,The map has one main empty region with few breaks.,000999,tloz7_1_r0_c3_drop,0,region,,1.0,,,,
zl001000,The dungeon has a tiny FLOOR path.,The map has a tiny empty path.,001000,tloz1_1_r0_c2,1,path_length,,,0.0,,,
zl001001,The dungeon has a long route with some floor passages.,The map has a long route with some empty space.,001001,tloz1_1_r1_c0,1,path_length,,,22.0,,,
zl001002,The floor stretches across much of the dungeon.,The empty space stretches across much of the dungeon.,001002,tloz1_1_r1_c0_rot90,1,path_length,,,22.0,,,
zl001003,The dungeon has a long traverse through floor and doors.,The map has a long traverse through empty tiles.,001003,tloz1_1_r1_c2,1,path_length,,,22.0,,,
zl001004,The dungeon has a long path.,The map has a long traversable path.,001004,tloz1_1_r1_c2_rot90,1,path_length,,,22.0,,,
zl001005,The dungeon has a moderately long floor path.,The map has a moderately long empty path.,001005,tloz1_1_r1_c3,1,path_length,,,22.0,,,
zl001006,The dungeon has a long winding floor path.,The map has a long winding passable path.,001006,tloz1_1_r1_c3_rot90,1,path_length,,,22.0,,,
zl001007,The dungeon has a long traversable path.,The map has a long traversable path.,001007,tloz1_1_r1_c5,1,path_length,,,22.0,,,
zl001008,The dungeon has a fairly long traversable path.,The level has a fairly long traversable path.,001008,tloz1_1_r2_c0,1,path_length,,,22.0,,,
zl001009,The dungeon has a long FLOOR path.,The map has a long empty path.,001009,tloz1_1_r2_c0_rot90,1,path_length,,,22.0,,,
zl001010,The dungeon has a very long path.,The map has a very long path.,001010,tloz1_1_r2_c1,1,path_length,,,38.0,,,
zl001011,The dungeon has an extensive winding path.,The map has an extensive winding path.,001011,tloz1_1_r2_c1_rot90,1,path_length,,,38.0,,,
zl001012,The floors form a fairly long route.,The empty spaces form a fairly long route.,001012,tloz1_1_r2_c2,1,path_length,,,22.0,,,
zl001013,The dungeon has a fairly long floor path.,The map has a fairly long empty path.,001013,tloz1_1_r2_c2_rot90,1,path_length,,,22.0,,,
zl001014,The floor has a long winding path.,The empty space has a long winding path.,001014,tloz1_1_r2_c3,1,path_length,,,22.0,,,
zl001015,The dungeon has a long traversable path.,The map has a long traversable path.,001015,tloz1_1_r2_c3_rot90,1,path_length,,,22.0,,,
zl001016,The dungeon has a fairly long path of FLOOR.,The level has a fairly long path through empty space.,001016,tloz1_1_r2_c4,1,path_length,,,22.0,,,
zl001017,The dungeon has a long floor path.,The map has a long passable path.,001017,tloz1_1_r2_c4_rot90,1,path_length,,,22.0,,,
zl001018,The dungeon has a long winding floor path.,The map has a long winding empty path.,001018,tloz1_1_r2_c5,1,path_length,,,22.0,,,
zl001019,The dungeon has a long winding path through the floors.,The map has a long winding path through empty space.,001019,tloz1_1_r2_c5_rot90,1,path_length,,,22.0,,,
zl001020,The dungeon has a reasonably long path.,The map has a reasonably long path.,001020,tloz1_1_r3_c2,1,path_length,,,22.0,,,
zl001021,The dungeon has a moderately long path.,The level has a moderately long empty path.,001021,tloz1_1_r3_c2_rot90,1,path_length,,,22.0,,,
zl001022,The dungeon has a long path.,The map has a long passable path.,001022,tloz1_1_r3_c3,1,path_length,,,22.0,,,
zl001023,The dungeon has a moderately long floor path.,The map has a moderately long empty path.,001023,tloz1_1_r3_c3_rot90,1,path_length,,,22.0,,,
zl001024,The dungeon has a long traversable path.,The map has a long traversable path.,001024,tloz1_1_r3_c5,1,path_length,,,22.0,,,
zl001025,The dungeon has a long FLOOR path.,The map has a long empty path.,001025,tloz1_1_r3_c5_rot90,1,path_length,,,22.0,,,
zl001026,The dungeon has a moderately long path.,The map has a moderately long traversable path.,001026,tloz1_1_r4_c1,1,path_length,,,17.0,,,
zl001027,The dungeon has a limited path.,The map has a limited walkable path.,001027,tloz1_1_r4_c1_rot90,1,path_length,,,17.0,,,
zl001028,The dungeon has a long winding floor path.,The map has a long winding empty path.,001028,tloz1_1_r4_c2,1,path_length,,,22.0,,,
zl001029,The floor path is fairly long.,The empty path is fairly long.,001029,tloz1_1_r4_c2_rot90,1,path_length,,,22.0,,,
zl001030,The dungeon has a very lengthy floor path.,The map has a very lengthy empty path.,001030,tloz1_1_r5_c1,1,path_length,,,25.0,,,
zl001031,The dungeon has a long winding floor path.,The map has a long winding empty path.,001031,tloz1_1_r5_c1_rot90,1,path_length,,,25.0,,,
zl001032,The dungeon has a short path.,The level has short traversable space.,001032,tloz1_2_r0_c0,1,path_length,,,17.0,,,
zl001033,The floor paths are fairly restricted.,The empty paths are fairly restricted.,001033,tloz1_2_r0_c0_rot90,1,path_length,,,17.0,,,
zl001034,The dungeon has a long path.,The map has a long traversable path.,001034,tloz1_2_r0_c1,1,path_length,,,22.0,,,
zl001035,The dungeon has a long traversable route.,The level has a long traversable route.,001035,tloz1_2_r0_c1_rot90,1,path_length,,,22.0,,,
zl001036,The dungeon has a long traversable route.,The level has a long traversable route.,001036,tloz1_2_r0_c2,1,path_length,,,22.0,,,
zl001037,The dungeon has a long path through the floor.,The map has a long path through empty space.,001037,tloz1_2_r0_c2_rot90,1,path_length,,,22.0,,,
zl001038,The dungeon has a reasonably long path.,The level has a reasonably long path.,001038,tloz1_2_r0_c3,1,path_length,,,22.0,,,
zl001039,The dungeon has a long traversable path.,The map has a long traversable path.,001039,tloz1_2_r0_c3_rot90,1,path_length,,,22.0,,,
zl001040,The dungeon has a reasonable path length.,The map has a reasonable path length.,001040,tloz1_2_r0_c4,1,path_length,,,22.0,,,
zl001041,The dungeon has a long FLOOR path.,The map has a long empty path.,001041,tloz1_2_r0_c4_rot90,1,path_length,,,22.0,,,
zl001042,The dungeon has a long traversable path.,The map has a long traversable path.,001042,tloz1_2_r0_c5,1,path_length,,,22.0,,,
zl001043,The dungeon has a long traversable path.,The map has a long traversable path.,001043,tloz1_2_r0_c5_rot90,1,path_length,,,22.0,,,
zl001044,The dungeon has a long path.,The map has a long path.,001044,tloz1_2_r0_c6,1,path_length,,,22.0,,,
zl001045,The dungeon has a medium-long path.,The map has a medium-long path.,001045,tloz1_2_r0_c6_rot90,1,path_length,,,22.0,,,
zl001046,The dungeon has a reasonably long floor path.,The map has a reasonably long empty path.,001046,tloz1_2_r0_c7,1,path_length,,,22.0,,,
zl001047,The dungeon has a long winding path.,The map has a long winding path.,001047,tloz1_2_r0_c7_rot90,1,path_length,,,22.0,,,
zl001048,"The floor is long and winding, with scattered mobs.","The empty space is long and winding, with scattered hazards.",001048,tloz1_2_r1_c0,1,path_length,,,25.0,,,
zl001049,The dungeon has an extensive path.,The map has an extensive path.,001049,tloz1_2_r1_c0_rot90,1,path_length,,,25.0,,,
