index,key,instruction,instruction_slug,level_id,sample_id
586,000586,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,20
587,000587,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,21
588,000588,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,22
589,000589,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,23
590,000590,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,24
591,000591,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,25
592,000592,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,26
593,000593,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,27
594,000594,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,28
595,000595,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,29
596,000596,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,3
597,000597,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,4
598,000598,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,5
599,000599,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,6
600,000600,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,7
601,000601,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,8
602,000602,a moderate amount of large regions exist,a_moderate_amount_of_large_regions_exist,13,9
603,000603,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,0
604,000604,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,1
605,000605,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,10
606,000606,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,11
607,000607,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,12
608,000608,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,13
609,000609,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,14
610,000610,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,15
611,000611,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,16
612,000612,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,17
613,000613,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,18
614,000614,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,19
615,000615,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,2
616,000616,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,20
617,000617,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,21
618,000618,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,22
619,000619,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,23
620,000620,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,24
621,000621,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,25
622,000622,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,26
623,000623,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,27
624,000624,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,28
625,000625,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,29
626,000626,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,3
627,000627,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,4
628,000628,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,5
629,000629,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,6
630,000630,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,7
631,000631,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,8
632,000632,a moderate amount of small regions exist,a_moderate_amount_of_small_regions_exist,9,9
633,000633,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,0
634,000634,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,1
635,000635,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,10
636,000636,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,11
637,000637,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,12
638,000638,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,13
639,000639,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,14
640,000640,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,15
641,000641,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,16
642,000642,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,17
643,000643,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,18
644,000644,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,19
645,000645,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,2
646,000646,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,20
647,000647,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,21
648,000648,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,22
649,000649,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,23
650,000650,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,24
651,000651,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,25
652,000652,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,26
653,000653,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,27
654,000654,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,28
655,000655,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,29
656,000656,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,3
657,000657,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,30
658,000658,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,31
659,000659,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,4
660,000660,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,5
661,000661,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,6
662,000662,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,7
663,000663,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,8
664,000664,a multi-bat clustered group is seen,a_multi-bat_clustered_group_is_seen,118,9
665,000665,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,0
666,000666,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,1
667,000667,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,10
668,000668,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,11
669,000669,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,12
670,000670,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,13
671,000671,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,14
672,000672,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,15
673,000673,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,16
674,000674,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,17
675,000675,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,18
676,000676,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,19
677,000677,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,2
678,000678,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,20
679,000679,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,21
680,000680,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,22
681,000681,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,23
682,000682,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,24
683,000683,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,25
684,000684,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,26
685,000685,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,27
686,000686,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,28
687,000687,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,29
688,000688,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,3
689,000689,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,30
690,000690,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,31
691,000691,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,4
692,000692,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,5
693,000693,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,6
694,000694,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,7
695,000695,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,8
696,000696,a multi-bat scattered group is seen,a_multi-bat_scattered_group_is_seen,114,9
697,000697,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,0
698,000698,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,1
699,000699,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,10
700,000700,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,11
701,000701,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,12
702,000702,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,13
703,000703,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,14
704,000704,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,15
705,000705,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,16
706,000706,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,17
707,000707,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,18
708,000708,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,19
709,000709,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,2
710,000710,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,20
711,000711,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,21
712,000712,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,22
713,000713,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,23
714,000714,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,24
715,000715,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,25
716,000716,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,26
717,000717,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,27
718,000718,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,28
719,000719,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,29
720,000720,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,3
721,000721,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,4
722,000722,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,5
723,000723,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,6
724,000724,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,7
725,000725,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,8
726,000726,a multi-region cluster of large rooms is formed,a_multi-region_cluster_of_large_rooms_is_formed,21,9
727,000727,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,0
728,000728,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,1
729,000729,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,10
730,000730,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,11
731,000731,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,12
732,000732,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,13
733,000733,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,14
734,000734,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,15
735,000735,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,16
736,000736,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,17
737,000737,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,18
738,000738,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,19
739,000739,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,2
740,000740,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,20
741,000741,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,21
742,000742,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,22
743,000743,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,23
744,000744,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,24
745,000745,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,25
746,000746,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,26
747,000747,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,27
748,000748,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,28
749,000749,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,29
750,000750,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,3
751,000751,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,4
752,000752,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,5
753,000753,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,6
754,000754,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,7
755,000755,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,8
756,000756,a multi-region cluster of small rooms is formed,a_multi-region_cluster_of_small_rooms_is_formed,17,9
757,000757,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,21
758,000758,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,-1,-1
759,000759,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,-1,-1
760,000760,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,-1,-1
761,000761,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,-1,-1
762,000762,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,-1,-1
763,000763,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,-1,-1
764,000764,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,-1,-1
765,000765,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,-1,-1
766,000766,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,-1,-1
767,000767,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,0
768,000768,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,11
769,000769,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,12
770,000770,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,13
771,000771,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,14
772,000772,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,15
773,000773,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,16
774,000774,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,17
775,000775,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,18
776,000776,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,2
777,000777,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,20
778,000778,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,22
779,000779,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,23
780,000780,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,25
781,000781,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,27
782,000782,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,28
783,000783,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,3
784,000784,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,4
785,000785,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,5
786,000786,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,6
787,000787,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,7
788,000788,a number of centralized blocks is spread out,a_number_of_centralized_blocks_is_spread_out,79,9
789,000789,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,0
790,000790,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,1
791,000791,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,10
792,000792,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,11
793,000793,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,12
794,000794,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,13
795,000795,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,14
796,000796,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,15
797,000797,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,16
798,000798,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,17
799,000799,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,18
800,000800,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,19
801,000801,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,2
802,000802,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,20
803,000803,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,21
804,000804,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,22
805,000805,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,23
806,000806,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,24
807,000807,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,25
808,000808,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,26
809,000809,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,27
810,000810,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,28
811,000811,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,29
812,000812,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,3
813,000813,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,30
814,000814,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,31
815,000815,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,4
816,000816,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,5
817,000817,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,6
818,000818,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,7
819,000819,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,8
820,000820,a number of clustered bats appear,a_number_of_clustered_bats_appear,127,9
821,000821,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,-1,-1
822,000822,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,-1,-1
823,000823,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,-1,-1
824,000824,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,-1,-1
825,000825,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,-1,-1
826,000826,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,-1,-1
827,000827,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,-1,-1
828,000828,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,-1,-1
829,000829,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,-1,-1
830,000830,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,-1,-1
831,000831,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,0
832,000832,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,1
833,000833,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,10
834,000834,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,11
835,000835,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,12
836,000836,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,13
837,000837,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,14
838,000838,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,15
839,000839,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,16
840,000840,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,18
841,000841,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,2
842,000842,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,21
843,000843,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,22
844,000844,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,24
845,000845,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,26
846,000846,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,27
847,000847,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,29
848,000848,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,3
849,000849,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,5
850,000850,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,7
851,000851,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,8
852,000852,a number of decentralized blocks is spread out,a_number_of_decentralized_blocks_is_spread_out,75,9
853,000853,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,0
854,000854,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,1
855,000855,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,10
856,000856,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,11
857,000857,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,12
858,000858,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,13
859,000859,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,14
860,000860,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,15
861,000861,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,16
862,000862,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,17
863,000863,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,18
864,000864,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,19
865,000865,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,2
866,000866,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,20
867,000867,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,21
868,000868,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,22
869,000869,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,23
870,000870,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,24
871,000871,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,25
872,000872,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,26
873,000873,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,27
874,000874,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,28
875,000875,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,29
876,000876,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,3
877,000877,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,30
878,000878,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,31
879,000879,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,4
880,000880,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,5
881,000881,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,6
882,000882,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,7
883,000883,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,8
884,000884,a number of scattered bats appear,a_number_of_scattered_bats_appear,123,9
885,000885,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,0
886,000886,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,1
887,000887,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,10
888,000888,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,11
889,000889,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,12
890,000890,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,13
891,000891,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,14
892,000892,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,15
893,000893,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,16
894,000894,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,17
895,000895,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,18
896,000896,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,19
897,000897,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,2
898,000898,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,20
899,000899,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,21
900,000900,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,22
901,000901,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,23
902,000902,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,24
903,000903,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,25
904,000904,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,26
905,000905,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,27
906,000906,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,28
907,000907,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,29
908,000908,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,3
909,000909,a radial bats pattern forms across the top,a_radial_bats_pattern_forms_across_the_top,138,30
