key,instruction,level_id,sample_id,reward_enum,feature_name,sub_condition,condition_1,condition_2,condition_3,condition_4,condition_5
005434,eastern region holds radial bat presence,1434,001797,2,path_length,,,39.0,,,
005435,eastern region holds radial bat presence,1435,001798,2,path_length,,,27.0,,,
005436,eastern region holds radial bat presence,1436,001799,2,path_length,,,45.0,,,
005437,eastern region holds radial bat presence,1437,001800,2,path_length,,,39.0,,,
005438,eastern region holds radial bat presence,1438,001801,2,path_length,,,40.0,,,
005439,eastern region holds radial bat presence,1439,001802,2,path_length,,,32.0,,,
005440,eastern region holds radial bat presence,1440,001803,2,path_length,,,39.0,,,
005441,eastern region holds radial bat presence,1441,001804,2,path_length,,,33.0,,,
005442,eastern region holds radial bat presence,1442,001805,2,path_length,,,27.0,,,
005443,eastern region holds radial bat presence,1443,001806,2,path_length,,,36.0,,,
005444,eastern region holds radial bat presence,1444,001807,2,path_length,,,31.0,,,
005445,eastern region holds radial bat presence,1445,001808,2,path_length,,,39.0,,,
005446,eastern region holds radial bat presence,1446,001809,2,path_length,,,34.0,,,
005447,extended narrow path requiring significant movement,1447,001826,2,path_length,,,58.0,,,
005448,extended narrow path requiring significant movement,1448,001827,2,path_length,,,60.0,,,
005449,extended narrow path requiring significant movement,1449,001828,2,path_length,,,60.0,,,
005450,extended narrow path requiring significant movement,1450,001829,2,path_length,,,54.0,,,
005451,extended narrow path requiring significant movement,1451,001830,2,path_length,,,64.0,,,
005452,extended narrow path requiring significant movement,1452,001831,2,path_length,,,56.0,,,
005453,extended narrow path requiring significant movement,1453,001832,2,path_length,,,56.0,,,
005454,extended narrow path requiring significant movement,1454,001833,2,path_length,,,65.0,,,
005455,extended narrow path requiring significant movement,1455,001834,2,path_length,,,52.0,,,
005456,extended narrow path requiring significant movement,1456,001835,2,path_length,,,64.0,,,
005457,extended narrow path requiring significant movement,1457,001836,2,path_length,,,64.0,,,
005458,extended narrow path requiring significant movement,1458,001837,2,path_length,,,61.0,,,
005459,extended narrow path requiring significant movement,1459,001838,2,path_length,,,49.0,,,
005460,extended narrow path requiring significant movement,1460,001839,2,path_length,,,65.0,,,
005461,extended narrow path requiring significant movement,1461,001840,2,path_length,,,64.0,,,
005462,extended narrow path requiring significant movement,1462,001841,2,path_length,,,60.0,,,
005463,extended narrow path requiring significant movement,1463,001842,2,path_length,,,69.0,,,
005464,extended narrow path requiring significant movement,1464,001843,2,path_length,,,51.0,,,
005465,extended narrow path requiring significant movement,1465,001844,2,path_length,,,76.0,,,
005466,extended narrow path requiring significant movement,1466,001845,2,path_length,,,61.0,,,
005467,extended narrow path requiring significant movement,1467,001846,2,path_length,,,53.0,,,
005468,extended narrow path requiring significant movement,1468,001847,2,path_length,,,64.0,,,
005469,extended narrow path requiring significant movement,1469,001848,2,path_length,,,60.0,,,
005470,extended narrow path requiring significant movement,1470,001849,2,path_length,,,59.0,,,
005471,extended narrow path requiring significant movement,1471,001851,2,path_length,,,58.0,,,
005472,extended narrow path requiring significant movement,1472,001852,2,path_length,,,63.0,,,
005473,extended narrow path requiring significant movement,1473,001853,2,path_length,,,59.0,,,
005474,extended narrow path requiring significant movement,1474,001854,2,path_length,,,59.0,,,
005475,extended narrow path requiring significant movement,1475,001855,2,path_length,,,70.0,,,
005476,extended narrow path requiring significant movement,1476,001856,2,path_length,,,53.0,,,
005477,extended narrow path requiring significant movement,1477,001857,2,path_length,,,62.0,,,
005478,extended narrow path requiring significant movement,1478,001858,2,path_length,,,66.0,,,
005479,extended narrow path requiring significant movement,1479,001859,2,path_length,,,63.0,,,
005480,extended narrow path requiring significant movement,1480,001860,2,path_length,,,95.0,,,
005481,extended narrow path requiring significant movement,1481,001861,2,path_length,,,68.0,,,
005482,extended narrow path requiring significant movement,1482,001862,2,path_length,,,67.0,,,
005483,extended narrow path requiring significant movement,1483,001863,2,path_length,,,59.0,,,
005484,extended wide path requiring significant movement,1484,001864,2,path_length,,,54.0,,,
005485,extended wide path requiring significant movement,1485,001865,2,path_length,,,52.0,,,
005486,extended wide path requiring significant movement,1486,001866,2,path_length,,,43.0,,,
005487,extended wide path requiring significant movement,1487,001867,2,path_length,,,54.0,,,
005488,extended wide path requiring significant movement,1488,001868,2,path_length,,,56.0,,,
005489,extended wide path requiring significant movement,1489,001869,2,path_length,,,53.0,,,
005490,extended wide path requiring significant movement,1490,001870,2,path_length,,,69.0,,,
005491,extended wide path requiring significant movement,1491,001871,2,path_length,,,55.0,,,
005492,extended wide path requiring significant movement,1492,001872,2,path_length,,,61.0,,,
005493,extended wide path requiring significant movement,1493,001873,2,path_length,,,65.0,,,
005494,extended wide path requiring significant movement,1494,001874,2,path_length,,,62.0,,,
005495,extended wide path requiring significant movement,1495,001875,2,path_length,,,64.0,,,
005496,extended wide path requiring significant movement,1496,001876,2,path_length,,,68.0,,,
005497,extended wide path requiring significant movement,1497,001877,2,path_length,,,64.0,,,
005498,extended wide path requiring significant movement,1498,001878,2,path_length,,,56.0,,,
005499,extended wide path requiring significant movement,1499,001879,2,path_length,,,63.0,,,
005500,extended wide path requiring significant movement,1500,001880,2,path_length,,,69.0,,,
005501,extended wide path requiring significant movement,1501,001881,2,path_length,,,70.0,,,
005502,extended wide path requiring significant movement,1502,001882,2,path_length,,,57.0,,,
005503,extended wide path requiring significant movement,1503,001883,2,path_length,,,66.0,,,
005504,extended wide path requiring significant movement,1504,001884,2,path_length,,,62.0,,,
005505,extended wide path requiring significant movement,1505,001885,2,path_length,,,67.0,,,
005506,extended wide path requiring significant movement,1506,001886,2,path_length,,,63.0,,,
005507,extended wide path requiring significant movement,1507,001887,2,path_length,,,52.0,,,
005508,extended wide path requiring significant movement,1508,001888,2,path_length,,,65.0,,,
005509,extended wide path requiring significant movement,1509,001889,2,path_length,,,61.0,,,
005510,extended wide path requiring significant movement,1510,001890,2,path_length,,,54.0,,,
005511,extended wide path requiring significant movement,1511,001891,2,path_length,,,63.0,,,
005512,extended wide path requiring significant movement,1512,001892,2,path_length,,,58.0,,,
005513,extended wide path requiring significant movement,1513,001893,2,path_length,,,57.0,,,
005514,extended wide path requiring significant movement,1514,001894,2,path_length,,,66.0,,,
005515,extended wide path requiring significant movement,1515,001895,2,path_length,,,53.0,,,
005516,extended wide path requiring significant movement,1516,001896,2,path_length,,,56.0,,,
005517,extended wide path requiring significant movement,1517,001897,2,path_length,,,62.0,,,
005518,extended wide path requiring significant movement,1518,001898,2,path_length,,,63.0,,,
005519,extended wide path requiring significant movement,1519,001899,2,path_length,,,50.0,,,
005520,few centralized blocks appear in a light layout,1520,001900,2,path_length,,,25.0,,,
005521,few centralized blocks appear in a light layout,1521,001901,2,path_length,,,30.0,,,
005522,few centralized blocks appear in a light layout,1522,001902,2,path_length,,,30.0,,,
005523,few centralized blocks appear in a light layout,1523,001903,2,path_length,,,29.0,,,
005524,few centralized blocks appear in a light layout,1524,001904,2,path_length,,,31.0,,,
005525,few centralized blocks appear in a light layout,1525,001905,2,path_length,,,30.0,,,
005526,few centralized blocks appear in a light layout,1526,001906,2,path_length,,,50.0,,,
005527,few centralized blocks appear in a light layout,1527,001907,2,path_length,,,57.0,,,
005528,few centralized blocks appear in a light layout,1528,001908,2,path_length,,,30.0,,,
005529,few centralized blocks appear in a light layout,1529,001909,2,path_length,,,26.0,,,
005530,few centralized blocks appear in a light layout,1530,001910,2,path_length,,,30.0,,,
005531,few centralized blocks appear in a light layout,1531,001911,2,path_length,,,33.0,,,
005532,few centralized blocks appear in a light layout,1532,001912,2,path_length,,,31.0,,,
005533,few centralized blocks appear in a light layout,1533,001913,2,path_length,,,30.0,,,
005534,few centralized blocks appear in a light layout,1534,001914,2,path_length,,,30.0,,,
005535,few centralized blocks appear in a light layout,1535,001915,2,path_length,,,32.0,,,
005536,few centralized blocks appear in a light layout,1536,001916,2,path_length,,,68.0,,,
005537,few centralized blocks appear in a light layout,1537,001917,2,path_length,,,30.0,,,
005538,few centralized blocks appear in a light layout,1538,001918,2,path_length,,,33.0,,,
005539,few centralized blocks appear in a light layout,1539,001919,2,path_length,,,32.0,,,
005540,few centralized blocks appear in a light layout,1540,001920,2,path_length,,,32.0,,,
005541,few centralized blocks appear in a light layout,1541,001921,2,path_length,,,30.0,,,
005542,few centralized blocks appear in a light layout,1542,001922,2,path_length,,,34.0,,,
005543,few centralized blocks appear in a light layout,1543,001923,2,path_length,,,30.0,,,
005544,few centralized blocks appear in a light layout,1544,001924,2,path_length,,,29.0,,,
005545,few centralized blocks appear in a light layout,1545,001925,2,path_length,,,33.0,,,
005546,few centralized blocks appear in a light layout,1546,001926,2,path_length,,,30.0,,,
005547,few centralized blocks appear in a light layout,1547,001927,2,path_length,,,30.0,,,
005548,few centralized blocks appear in a light layout,1548,001928,2,path_length,,,34.0,,,
005549,few centralized blocks appear in a light layout,1549,001929,2,path_length,,,30.0,,,
005550,few centralized blocks appear in a light layout,1550,001930,2,path_length,,,29.0,,,
005551,few centralized blocks appear in a light layout,1551,001931,2,path_length,,,30.0,,,
005552,few clustered bats are scattered,1552,001932,2,path_length,,,56.0,,,
005553,few clustered bats are scattered,1553,001933,2,path_length,,,35.0,,,
005554,few clustered bats are scattered,1554,001934,2,path_length,,,39.0,,,
005555,few clustered bats are scattered,1555,001935,2,path_length,,,41.0,,,
005556,few clustered bats are scattered,1556,001936,2,path_length,,,29.0,,,
005557,few clustered bats are scattered,1557,001937,2,path_length,,,38.0,,,
005558,few clustered bats are scattered,1558,001938,2,path_length,,,30.0,,,
005559,few clustered bats are scattered,1559,001939,2,path_length,,,34.0,,,
005560,few clustered bats are scattered,1560,001940,2,path_length,,,30.0,,,
005561,few clustered bats are scattered,1561,001941,2,path_length,,,30.0,,,
005562,few clustered bats are scattered,1562,001942,2,path_length,,,42.0,,,
005563,few clustered bats are scattered,1563,001943,2,path_length,,,54.0,,,
005564,few clustered bats are scattered,1564,001944,2,path_length,,,30.0,,,
005565,few clustered bats are scattered,1565,001945,2,path_length,,,34.0,,,
005566,few clustered bats are scattered,1566,001946,2,path_length,,,46.0,,,
005567,few clustered bats are scattered,1567,001947,2,path_length,,,30.0,,,
005568,few clustered bats are scattered,1568,001948,2,path_length,,,30.0,,,
005569,few clustered bats are scattered,1569,001949,2,path_length,,,63.0,,,
005570,few clustered bats are scattered,1570,001950,2,path_length,,,46.0,,,
005571,few clustered bats are scattered,1571,001951,2,path_length,,,56.0,,,
005572,few clustered bats are scattered,1572,001952,2,path_length,,,27.0,,,
005573,few clustered bats are scattered,1573,001953,2,path_length,,,33.0,,,
005574,few clustered bats are scattered,1574,001954,2,path_length,,,30.0,,,
005575,few clustered bats are scattered,1575,001956,2,path_length,,,41.0,,,
005576,few clustered bats are scattered,1576,001957,2,path_length,,,46.0,,,
005577,few clustered bats are scattered,1577,001958,2,path_length,,,30.0,,,
005578,few clustered bats are scattered,1578,001959,2,path_length,,,33.0,,,
005579,few clustered bats are scattered,1579,001960,2,path_length,,,52.0,,,
005580,few clustered bats are scattered,1580,001961,2,path_length,,,71.0,,,
005581,few clustered bats are scattered,1581,001962,2,path_length,,,30.0,,,
005582,few clustered bats are scattered,1582,001963,2,path_length,,,38.0,,,
005583,few decentralized blocks appear in a light layout,1583,001964,2,path_length,,,30.0,,,
005584,few decentralized blocks appear in a light layout,1584,001965,2,path_length,,,30.0,,,
005585,few decentralized blocks appear in a light layout,1585,001966,2,path_length,,,29.0,,,
005586,few decentralized blocks appear in a light layout,1586,001967,2,path_length,,,38.0,,,
005587,few decentralized blocks appear in a light layout,1587,001968,2,path_length,,,30.0,,,
005588,few decentralized blocks appear in a light layout,1588,001969,2,path_length,,,30.0,,,
005589,few decentralized blocks appear in a light layout,1589,001970,2,path_length,,,28.0,,,
005590,few decentralized blocks appear in a light layout,1590,001971,2,path_length,,,56.0,,,
005591,few decentralized blocks appear in a light layout,1591,001972,2,path_length,,,30.0,,,
005592,few decentralized blocks appear in a light layout,1592,001973,2,path_length,,,25.0,,,
005593,few decentralized blocks appear in a light layout,1593,001974,2,path_length,,,32.0,,,
005594,few decentralized blocks appear in a light layout,1594,001975,2,path_length,,,31.0,,,
005595,few decentralized blocks appear in a light layout,1595,001976,2,path_length,,,30.0,,,
005596,few decentralized blocks appear in a light layout,1596,001977,2,path_length,,,50.0,,,
005597,few decentralized blocks appear in a light layout,1597,001978,2,path_length,,,30.0,,,
005598,few decentralized blocks appear in a light layout,1598,001979,2,path_length,,,30.0,,,
005599,few decentralized blocks appear in a light layout,1599,001980,2,path_length,,,28.0,,,
005600,few decentralized blocks appear in a light layout,1600,001981,2,path_length,,,32.0,,,
005601,few decentralized blocks appear in a light layout,1601,001982,2,path_length,,,30.0,,,
005602,few decentralized blocks appear in a light layout,1602,001983,2,path_length,,,48.0,,,
005603,few decentralized blocks appear in a light layout,1603,001984,2,path_length,,,52.0,,,
005604,few decentralized blocks appear in a light layout,1604,001985,2,path_length,,,30.0,,,
005605,few decentralized blocks appear in a light layout,1605,001986,2,path_length,,,30.0,,,
005606,few decentralized blocks appear in a light layout,1606,001987,2,path_length,,,43.0,,,
005607,few decentralized blocks appear in a light layout,1607,001988,2,path_length,,,35.0,,,
005608,few decentralized blocks appear in a light layout,1608,001989,2,path_length,,,30.0,,,
005609,few decentralized blocks appear in a light layout,1609,001990,2,path_length,,,43.0,,,
005610,few decentralized blocks appear in a light layout,1610,001991,2,path_length,,,30.0,,,
005611,few decentralized blocks appear in a light layout,1611,001992,2,path_length,,,30.0,,,
005612,few decentralized blocks appear in a light layout,1612,001993,2,path_length,,,30.0,,,
005613,few decentralized blocks appear in a light layout,1613,001994,2,path_length,,,36.0,,,
005614,few decentralized blocks appear in a light layout,1614,001995,2,path_length,,,30.0,,,
005615,few scattered bats are scattered,1615,001996,2,path_length,,,30.0,,,
005616,few scattered bats are scattered,1616,001997,2,path_length,,,42.0,,,
005617,few scattered bats are scattered,1617,001998,2,path_length,,,54.0,,,
005618,few scattered bats are scattered,1618,001999,2,path_length,,,70.0,,,
005619,few scattered bats are scattered,1619,002000,2,path_length,,,46.0,,,
005620,few scattered bats are scattered,1620,002001,2,path_length,,,36.0,,,
005621,few scattered bats are scattered,1621,002002,2,path_length,,,62.0,,,
005622,few scattered bats are scattered,1622,002003,2,path_length,,,38.0,,,
005623,few scattered bats are scattered,1623,002004,2,path_length,,,30.0,,,
005624,few scattered bats are scattered,1624,002005,2,path_length,,,38.0,,,
005625,few scattered bats are scattered,1625,002006,2,path_length,,,62.0,,,
005626,few scattered bats are scattered,1626,002007,2,path_length,,,51.0,,,
005627,few scattered bats are scattered,1627,002008,2,path_length,,,37.0,,,
005628,few scattered bats are scattered,1628,002009,2,path_length,,,64.0,,,
005629,few scattered bats are scattered,1629,002010,2,path_length,,,56.0,,,
005630,few scattered bats are scattered,1630,002011,2,path_length,,,61.0,,,
005631,few scattered bats are scattered,1631,002012,2,path_length,,,60.0,,,
005632,few scattered bats are scattered,1632,002013,2,path_length,,,58.0,,,
005633,few scattered bats are scattered,1633,002014,2,path_length,,,37.0,,,
005634,few scattered bats are scattered,1634,002015,2,path_length,,,41.0,,,
005635,few scattered bats are scattered,1635,002016,2,path_length,,,40.0,,,
005636,few scattered bats are scattered,1636,002017,2,path_length,,,65.0,,,
005637,few scattered bats are scattered,1637,002018,2,path_length,,,30.0,,,
005638,few scattered bats are scattered,1638,002019,2,path_length,,,50.0,,,
005639,few scattered bats are scattered,1639,002020,2,path_length,,,54.0,,,
005640,few scattered bats are scattered,1640,002021,2,path_length,,,51.0,,,
005641,few scattered bats are scattered,1641,002022,2,path_length,,,65.0,,,
005642,few scattered bats are scattered,1642,002023,2,path_length,,,60.0,,,
005643,few scattered bats are scattered,1643,002024,2,path_length,,,41.0,,,
005644,few scattered bats are scattered,1644,002025,2,path_length,,,46.0,,,
005645,few scattered bats are scattered,1645,002026,2,path_length,,,54.0,,,
005646,few scattered bats are scattered,1646,002027,2,path_length,,,32.0,,,
005647,high-density centralized blocks dominate the map,1647,002028,2,path_length,,,18.0,,,
005648,high-density centralized blocks dominate the map,1648,002029,2,path_length,,,16.0,,,
005649,high-density centralized blocks dominate the map,1649,002030,2,path_length,,,22.0,,,
005650,high-density centralized blocks dominate the map,1650,002031,2,path_length,,,11.0,,,
005651,high-density centralized blocks dominate the map,1651,002032,2,path_length,,,25.0,,,
005652,high-density centralized blocks dominate the map,1652,002033,2,path_length,,,15.0,,,
005653,high-density centralized blocks dominate the map,1653,002034,2,path_length,,,26.0,,,
005654,high-density centralized blocks dominate the map,1654,002035,2,path_length,,,21.0,,,
005655,high-density centralized blocks dominate the map,1655,002036,2,path_length,,,24.0,,,
005656,high-density centralized blocks dominate the map,1656,002037,2,path_length,,,10.0,,,
005657,high-density centralized blocks dominate the map,1657,002038,2,path_length,,,14.0,,,
005658,high-density centralized blocks dominate the map,1658,002039,2,path_length,,,20.0,,,
005659,high-density centralized blocks dominate the map,1659,002040,2,path_length,,,19.0,,,
005660,high-density centralized blocks dominate the map,1660,002041,2,path_length,,,20.0,,,
005661,high-density centralized blocks dominate the map,1661,002042,2,path_length,,,14.0,,,
005662,high-density centralized blocks dominate the map,1662,002043,2,path_length,,,13.0,,,
005663,high-density centralized blocks dominate the map,1663,002044,2,path_length,,,20.0,,,
005664,high-density centralized blocks dominate the map,1664,002045,2,path_length,,,16.0,,,
005665,high-density centralized blocks dominate the map,1665,002046,2,path_length,,,17.0,,,
005666,high-density centralized blocks dominate the map,1666,002047,2,path_length,,,9.0,,,
005667,high-density centralized blocks dominate the map,1667,002048,2,path_length,,,20.0,,,
005668,high-density centralized blocks dominate the map,1668,002049,2,path_length,,,18.0,,,
005669,high-density centralized blocks dominate the map,1669,002050,2,path_length,,,23.0,,,
005670,high-density centralized blocks dominate the map,1670,002051,2,path_length,,,19.0,,,
005671,high-density centralized blocks dominate the map,1671,002052,2,path_length,,,25.0,,,
005672,high-density centralized blocks dominate the map,1672,002053,2,path_length,,,23.0,,,
005673,high-density centralized blocks dominate the map,1673,002054,2,path_length,,,16.0,,,
005674,high-density centralized blocks dominate the map,1674,002055,2,path_length,,,17.0,,,
005675,high-density centralized blocks dominate the map,1675,002056,2,path_length,,,19.0,,,
005676,high-density centralized blocks dominate the map,1676,002057,2,path_length,,,22.0,,,
005677,high-density centralized blocks dominate the map,1677,002058,2,path_length,,,19.0,,,
005678,high-density centralized blocks dominate the map,1678,002059,2,path_length,,,19.0,,,
005679,high-density decentralized blocks dominate the map,1679,002060,2,path_length,,,19.0,,,
005680,high-density decentralized blocks dominate the map,1680,002061,2,path_length,,,22.0,,,
005681,high-density decentralized blocks dominate the map,1681,002062,2,path_length,,,20.0,,,
005682,high-density decentralized blocks dominate the map,1682,002063,2,path_length,,,20.0,,,
005683,high-density decentralized blocks dominate the map,1683,002064,2,path_length,,,34.0,,,
005684,high-density decentralized blocks dominate the map,1684,002065,2,path_length,,,29.0,,,
005685,high-density decentralized blocks dominate the map,1685,002066,2,path_length,,,36.0,,,
005686,high-density decentralized blocks dominate the map,1686,002067,2,path_length,,,42.0,,,
005687,high-density decentralized blocks dominate the map,1687,002068,2,path_length,,,21.0,,,
005688,high-density decentralized blocks dominate the map,1688,002069,2,path_length,,,16.0,,,
005689,high-density decentralized blocks dominate the map,1689,002070,2,path_length,,,32.0,,,
005690,high-density decentralized blocks dominate the map,1690,002071,2,path_length,,,29.0,,,
005691,high-density decentralized blocks dominate the map,1691,002072,2,path_length,,,24.0,,,
005692,high-density decentralized blocks dominate the map,1692,002073,2,path_length,,,39.0,,,
005693,high-density decentralized blocks dominate the map,1693,002074,2,path_length,,,27.0,,,
005694,high-density decentralized blocks dominate the map,1694,002075,2,path_length,,,25.0,,,
005695,high-density decentralized blocks dominate the map,1695,002076,2,path_length,,,10.0,,,
005696,high-density decentralized blocks dominate the map,1696,002077,2,path_length,,,17.0,,,
005697,high-density decentralized blocks dominate the map,1697,002078,2,path_length,,,15.0,,,
005698,high-density decentralized blocks dominate the map,1698,002079,2,path_length,,,7.0,,,
005699,high-density decentralized blocks dominate the map,1699,002080,2,path_length,,,17.0,,,
005700,high-density decentralized blocks dominate the map,1700,002081,2,path_length,,,18.0,,,
005701,high-density decentralized blocks dominate the map,1701,002082,2,path_length,,,35.0,,,
005702,high-density decentralized blocks dominate the map,1702,002083,2,path_length,,,12.0,,,
005703,high-density decentralized blocks dominate the map,1703,002084,2,path_length,,,14.0,,,
005704,high-density decentralized blocks dominate the map,1704,002085,2,path_length,,,14.0,,,
005705,high-density decentralized blocks dominate the map,1705,002086,2,path_length,,,20.0,,,
005706,high-density decentralized blocks dominate the map,1706,002087,2,path_length,,,25.0,,,
005707,high-density decentralized blocks dominate the map,1707,002088,2,path_length,,,16.0,,,
005708,high-density decentralized blocks dominate the map,1708,002089,2,path_length,,,13.0,,,
005709,high-density decentralized blocks dominate the map,1709,002090,2,path_length,,,14.0,,,
005710,high-density decentralized blocks dominate the map,1710,002091,2,path_length,,,11.0,,,
005711,large clustered bat group dominates the area,1711,002092,2,path_length,,,39.0,,,
005712,large clustered bat group dominates the area,1712,002093,2,path_length,,,53.0,,,
005713,large clustered bat group dominates the area,1713,002094,2,path_length,,,37.0,,,
005714,large clustered bat group dominates the area,1714,002095,2,path_length,,,35.0,,,
005715,large clustered bat group dominates the area,1715,002096,2,path_length,,,36.0,,,
005716,large clustered bat group dominates the area,1716,002097,2,path_length,,,27.0,,,
005717,large clustered bat group dominates the area,1717,002098,2,path_length,,,25.0,,,
005718,large clustered bat group dominates the area,1718,002099,2,path_length,,,27.0,,,
005719,large clustered bat group dominates the area,1719,002100,2,path_length,,,55.0,,,
005720,large clustered bat group dominates the area,1720,002101,2,path_length,,,36.0,,,
005721,large clustered bat group dominates the area,1721,002102,2,path_length,,,22.0,,,
005722,large clustered bat group dominates the area,1722,002103,2,path_length,,,13.0,,,
005723,large clustered bat group dominates the area,1723,002104,2,path_length,,,30.0,,,
005724,large clustered bat group dominates the area,1724,002105,2,path_length,,,39.0,,,
005725,large clustered bat group dominates the area,1725,002106,2,path_length,,,24.0,,,
005726,large clustered bat group dominates the area,1726,002107,2,path_length,,,17.0,,,
005727,large clustered bat group dominates the area,1727,002108,2,path_length,,,37.0,,,
005728,large clustered bat group dominates the area,1728,002109,2,path_length,,,40.0,,,
005729,large clustered bat group dominates the area,1729,002110,2,path_length,,,39.0,,,
005730,large clustered bat group dominates the area,1730,002111,2,path_length,,,17.0,,,
005731,large clustered bat group dominates the area,1731,002112,2,path_length,,,31.0,,,
005732,large clustered bat group dominates the area,1732,002113,2,path_length,,,45.0,,,
005733,large clustered bat group dominates the area,1733,002114,2,path_length,,,27.0,,,
005734,large clustered bat group dominates the area,1734,002115,2,path_length,,,31.0,,,
005735,large clustered bat group dominates the area,1735,002116,2,path_length,,,54.0,,,
005736,large clustered bat group dominates the area,1736,002117,2,path_length,,,28.0,,,
005737,large clustered bat group dominates the area,1737,002118,2,path_length,,,15.0,,,
005738,large clustered bat group dominates the area,1738,002119,2,path_length,,,40.0,,,
005739,large clustered bat group dominates the area,1739,002120,2,path_length,,,31.0,,,
005740,large clustered bat group dominates the area,1740,002121,2,path_length,,,35.0,,,
005741,large clustered bat group dominates the area,1741,002122,2,path_length,,,37.0,,,
005742,large clustered bat group dominates the area,1742,002123,2,path_length,,,29.0,,,
005743,large regions appear in small clusters,1743,002154,2,path_length,,,19.0,,,
005744,large regions appear in small clusters,1744,002155,2,path_length,,,10.0,,,
005745,large regions appear in small clusters,1745,002156,2,path_length,,,14.0,,,
005746,large regions appear in small clusters,1746,002157,2,path_length,,,12.0,,,
005747,large regions appear in small clusters,1747,002158,2,path_length,,,10.0,,,
005748,large regions appear in small clusters,1748,002159,2,path_length,,,10.0,,,
005749,large regions appear in small clusters,1749,002160,2,path_length,,,9.0,,,
005750,large regions appear in small clusters,1750,002161,2,path_length,,,17.0,,,
005751,large regions appear in small clusters,1751,002162,2,path_length,,,11.0,,,
005752,large regions appear in small clusters,1752,002163,2,path_length,,,8.0,,,
005753,large regions appear in small clusters,1753,002164,2,path_length,,,10.0,,,
005754,large regions appear in small clusters,1754,002165,2,path_length,,,21.0,,,
005755,large regions appear in small clusters,1755,002166,2,path_length,,,25.0,,,
005756,large regions appear in small clusters,1756,002167,2,path_length,,,12.0,,,
005757,large regions appear in small clusters,1757,002168,2,path_length,,,12.0,,,
005758,large regions appear in small clusters,1758,002169,2,path_length,,,12.0,,,
005759,large regions appear in small clusters,1759,002170,2,path_length,,,12.0,,,
005760,large regions appear in small clusters,1760,002171,2,path_length,,,11.0,,,
005761,large regions appear in small clusters,1761,002172,2,path_length,,,17.0,,,
005762,large regions appear in small clusters,1762,002173,2,path_length,,,9.0,,,
005763,large regions appear in small clusters,1763,002174,2,path_length,,,18.0,,,
005764,large regions appear in small clusters,1764,002175,2,path_length,,,15.0,,,
005765,large regions appear in small clusters,1765,002176,2,path_length,,,21.0,,,
005766,large regions appear in small clusters,1766,002177,2,path_length,,,13.0,,,
005767,large regions appear in small clusters,1767,002178,2,path_length,,,9.0,,,
005768,large regions appear in small clusters,1768,002179,2,path_length,,,7.0,,,
005769,large regions appear in small clusters,1769,002180,2,path_length,,,10.0,,,
005770,large regions appear in small clusters,1770,002181,2,path_length,,,10.0,,,
005771,large regions appear in small clusters,1771,002182,2,path_length,,,19.0,,,
005772,large regions appear in small clusters,1772,002183,2,path_length,,,14.0,,,
005773,large regions appear in small clusters,1773,002184,2,path_length,,,16.0,,,
005774,large scattered bat group dominates the area,1774,002220,2,path_length,,,17.0,,,
005775,large scattered bat group dominates the area,1775,002221,2,path_length,,,7.0,,,
005776,large scattered bat group dominates the area,1776,002222,2,path_length,,,10.0,,,
005777,large scattered bat group dominates the area,1777,002223,2,path_length,,,6.0,,,
005778,large scattered bat group dominates the area,1778,002224,2,path_length,,,5.0,,,
005779,large scattered bat group dominates the area,1779,002225,2,path_length,,,12.0,,,
005780,large scattered bat group dominates the area,1780,002226,2,path_length,,,9.0,,,
005781,large scattered bat group dominates the area,1781,002227,2,path_length,,,15.0,,,
005782,large scattered bat group dominates the area,1782,002228,2,path_length,,,10.0,,,
005783,large scattered bat group dominates the area,1783,002229,2,path_length,,,8.0,,,
005784,large scattered bat group dominates the area,1784,002230,2,path_length,,,11.0,,,
005785,large scattered bat group dominates the area,1785,002231,2,path_length,,,8.0,,,
005786,large scattered bat group dominates the area,1786,002232,2,path_length,,,9.0,,,
005787,large scattered bat group dominates the area,1787,002233,2,path_length,,,7.0,,,
005788,large scattered bat group dominates the area,1788,002234,2,path_length,,,9.0,,,
005789,large scattered bat group dominates the area,1789,002235,2,path_length,,,6.0,,,
005790,large scattered bat group dominates the area,1790,002236,2,path_length,,,4.0,,,
005791,large scattered bat group dominates the area,1791,002237,2,path_length,,,8.0,,,
005792,large scattered bat group dominates the area,1792,002238,2,path_length,,,12.0,,,
005793,large scattered bat group dominates the area,1793,002239,2,path_length,,,13.0,,,
005794,large scattered bat group dominates the area,1794,002240,2,path_length,,,6.0,,,
005795,large scattered bat group dominates the area,1795,002241,2,path_length,,,13.0,,,
005796,large scattered bat group dominates the area,1796,002242,2,path_length,,,11.0,,,
005797,large scattered bat group dominates the area,1797,002243,2,path_length,,,8.0,,,
005798,large scattered bat group dominates the area,1798,002244,2,path_length,,,18.0,,,
005799,large scattered bat group dominates the area,1799,002245,2,path_length,,,8.0,,,
005800,large scattered bat group dominates the area,1800,002246,2,path_length,,,4.0,,,
005801,large scattered bat group dominates the area,1801,002247,2,path_length,,,12.0,,,
005802,large scattered bat group dominates the area,1802,002248,2,path_length,,,5.0,,,
005803,large scattered bat group dominates the area,1803,002249,2,path_length,,,5.0,,,
005804,large scattered bat group dominates the area,1804,002250,2,path_length,,,6.0,,,
005805,large scattered bat group dominates the area,1805,002251,2,path_length,,,8.0,,,
